vid,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
HDR_1080P-1be2,HDR,1080,122,3.756,3.906,3.738,3.735,0.495,0.533,0.547,0.485,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-1e5b,HDR,1080,128,1.242,1.323,1.387,1.387,0.431,0.513,0.658,0.651,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-206d,HDR,1080,109,3.791,3.692,3.971,3.881,0.576,0.66,0.686,0.569,1920,1080,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_1080P-282a,HDR,1080,117,4.038,3.592,3.951,4.293,0.512,0.623,0.542,0.509,1920,1080,yuv420p10le,24,NaN,NaN,NaN
HDR_1080P-2d32,HDR,1080,141,4.503,4.467,4.303,4.553,0.488,0.44,0.605,0.483,1920,1080,yuv420p10le,23.976023976024,NaN,NaN,NaN
HDR_1080P-3181,HDR,1080,114,3.777,3.718,3.412,3.444,0.594,0.543,0.681,0.711,1920,1080,yuv420p12le,5,NaN,NaN,NaN
HDR_1080P-33e3,HDR,1080,141,4.45,4.436,4.227,4.156,0.467,0.449,0.55,0.567,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-3521,HDR,1080,132,3.895,4.013,4.191,4.123,0.495,0.53,0.533,0.597,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-35f4,HDR,1080,125,4.16,4.051,3.954,3.96,0.6,0.618,0.558,0.529,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-3749,HDR,1080,131,4.08,3.949,4.015,3.89,0.587,0.47,0.55,0.523,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-3a4a,HDR,1080,127,3.824,3.979,3.711,3.972,0.438,0.411,0.543,0.515,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-46a4,HDR,1080,122,3.582,3.667,3.376,3.432,0.728,0.755,0.76,0.8,1920,1080,yuv420p10le,50,NaN,NaN,NaN
HDR_1080P-49d6,HDR,1080,148,4.589,4.637,4.531,4.6,0.395,0.401,0.471,0.425,1920,1080,yuv420p10le,23.976023976024,NaN,NaN,NaN
HDR_1080P-4f4a,HDR,1080,125,3.51,3.363,3.366,3.546,0.838,0.728,0.79,0.743,1920,1080,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_1080P-548b,HDR,1080,130,4.626,4.757,4.655,4.672,0.412,0.35,0.392,0.372,1920,1080,yuv422p10le,25,NaN,NaN,NaN
HDR_1080P-549e,HDR,1080,127,4.064,3.934,3.928,3.977,0.633,0.571,0.579,0.488,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-55c4,HDR,1080,124,4.106,3.264,4.35,4.405,0.584,0.898,0.581,0.48,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-601b,HDR,1080,129,4.318,4.362,4.277,4.427,0.578,0.452,0.611,0.529,1920,1080,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_1080P-687e,HDR,1080,134,2.629,3.895,2.452,1.523,1.093,0.498,1.06,0.755,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-68c8,HDR,1080,124,3.804,3.683,3.744,3.774,0.648,0.605,0.622,0.591,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-69de,HDR,1080,124,4.181,4.005,4.005,4.087,0.488,0.404,0.41,0.385,1920,1080,yuv420p10le,24,NaN,NaN,NaN
HDR_1080P-6eb7,HDR,1080,134,4.046,3.847,3.89,3.828,0.63,0.465,0.465,0.461,1920,1080,yuv420p10le,60,NaN,NaN,NaN
HDR_1080P-7825,HDR,1080,118,4.514,4.498,4.46,4.455,0.453,0.432,0.413,0.424,1920,1080,yuv420p10le,24,NaN,NaN,NaN
HDR_2160P-06ae,HDR,2160,130,4.474,4.432,4.382,4.384,0.552,0.604,0.59,0.618,3840,2160,yuv420p10le,24,NaN,NaN,NaN
HDR_2160P-0e7a,HDR,2160,112,2.322,2.636,2.475,2.163,1.132,1.166,1.147,1.03,3840,2160,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-15e2,HDR,2160,104,4.191,4.113,4.144,4.225,0.621,0.621,0.609,0.592,3840,2160,yuv422p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-1743,HDR,2160,142,4.254,3.998,3.85,3.895,0.536,0.55,0.59,0.498,3840,2160,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-1e9e,HDR,2160,132,4.356,4.353,4.396,4.435,0.479,0.59,0.498,0.501,3840,2160,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-2a72,HDR,2160,138,4.113,4.023,3.846,4.076,0.733,0.757,0.639,0.711,3840,2160,yuv422p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-351f,HDR,2160,106,4.323,4.376,4.285,4.296,0.61,0.621,0.634,0.62,3840,2160,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-3663,HDR,2160,110,4.34,4.347,4.263,4.364,0.7,0.569,0.718,0.626,3840,2160,yuv422p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-382f,HDR,2160,136,4.309,4.328,4.327,4.364,0.705,0.59,0.573,0.609,3840,2160,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-3bf1,HDR,2160,127,4.544,4.498,4.34,4.47,0.494,0.519,0.661,0.571,3840,2160,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-40ab,HDR,2160,132,4.105,4.113,4.06,4.127,0.611,0.577,0.705,0.695,3840,2160,yuv420p10le,25,NaN,NaN,NaN
HDR_2160P-4348,HDR,2160,118,4.466,4.304,4.291,4.364,0.475,0.518,0.609,0.588,3840,2160,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-4581,HDR,2160,118,3.979,4.132,4.091,3.87,0.515,0.603,0.651,0.608,3840,2160,yuv420p10le,24,NaN,NaN,NaN
HDR_2160P-4d03,HDR,2160,130,4.203,4.321,4.129,3.935,0.601,0.632,0.677,0.6,3840,2160,yuv420p10le,29.97002997003,NaN,NaN,NaN
HDR_2160P-4dcd,HDR,2160,124,3.763,3.639,3.623,3.632,0.652,0.728,0.857,0.952,3840,2160,yuv422p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-51ea,HDR,2160,141,4.106,4.009,3.875,3.905,0.59,0.665,0.574,0.513,3840,2160,yuv422p10le,23.976023976024,NaN,NaN,NaN
HDR_2160P-5275,HDR,2160,126,4.206,4.248,4.264,4.116,0.628,0.654,0.604,0.642,3840,2160,yuv420p10le,29.97002997003,NaN,NaN,NaN
HDR_2160P-5926,HDR,2160,113,4.386,4.607,4.347,4.397,0.622,0.501,0.686,0.625,3840,2160,yuv420p10le,29.97002997003,NaN,NaN,NaN
HDR_2160P-5c86,HDR,2160,150,4.388,4.531,4.469,4.593,0.577,0.449,0.562,0.415,3840,2160,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-5cdf,HDR,2160,113,4.296,4.313,4.324,4.155,0.601,0.509,0.483,0.64,3840,2160,yuv420p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-5e25,HDR,2160,132,4.209,4.086,4.2,4.213,0.638,0.709,0.548,0.624,3840,2160,yuv420p10le,29.97002997003,NaN,NaN,NaN
HDR_2160P-664d,HDR,2160,123,3.753,3.733,3.391,3.017,0.651,0.649,0.713,0.742,3840,2160,yuv420p10le,25,NaN,NaN,NaN
HDR_2160P-6c6e,HDR,2160,119,4.566,4.689,4.722,4.707,0.457,0.407,0.365,0.401,3840,2160,yuv422p10le,23.976023976024,NaN,NaN,NaN
HDR_2160P-6ed1,HDR,2160,109,3.724,3.74,3.907,3.969,0.793,0.767,0.743,0.752,3840,2160,yuv422p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-6eeb,HDR,2160,129,4.402,4.341,4.379,4.429,0.566,0.607,0.625,0.512,4096,2160,yuv422p10le,23.976023976024,NaN,NaN,NaN
HDR_2160P-6fa4,HDR,2160,146,4.266,4.35,4.267,4.38,0.621,0.613,0.688,0.54,3840,2160,yuv422p10le,23.976023976024,NaN,NaN,NaN
HDR_2160P-6fab,HDR,2160,110,3.443,3.496,3.455,3.371,0.764,0.716,0.776,0.852,3840,2160,yuv422p10le,59.9400630914826,NaN,NaN,NaN
HDR_2160P-70ca,HDR,2160,122,3.905,4.057,3.95,3.752,0.741,0.643,0.772,0.715,3840,2160,yuv422p10le,59.9400630914826,NaN,NaN,NaN
HowTo_1080P-0267,HowTo,1080,144,4.234,4.168,4.184,4.231,0.56,0.623,0.599,0.607,1920,1080,yuv420p,30,NaN,NaN,NaN
HowTo_1080P-03fd,HowTo,1080,121,3.517,3.44,3.41,3.441,0.468,0.483,0.478,0.526,1920,1080,yuv420p,30,NaN,NaN,NaN
HowTo_1080P-13aa,HowTo,1080,126,4.336,4.428,4.328,4.001,0.481,0.436,0.422,0.484,1920,1080,yuv420p,23.976023976024,NaN,NaN,NaN
HowTo_1080P-1f3b,HowTo,1080,152,4.185,4.367,4.346,4.312,0.574,0.474,0.484,0.5,1920,1080,yuv420p,30,NaN,NaN,NaN
HowTo_1080P-2b64,HowTo,1080,147,4.221,4.136,4.055,4.169,0.511,0.575,0.508,0.581,1920,1080,yuv420p,60,NaN,NaN,NaN
HowTo_1080P-36a9,HowTo,1080,116,4.427,4.208,4.16,4.14,0.445,0.626,0.645,0.569,1920,1080,yuv420p,31.1390013495277,NaN,NaN,NaN
HowTo_1080P-4d7b,HowTo,1080,113,4.199,3.897,4.308,4.397,0.407,0.517,0.517,0.483,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_1080P-52bb,HowTo,1080,130,4.272,4.492,4.417,4.281,0.55,0.434,0.476,0.547,1920,1080,yuv444p,15,NaN,NaN,NaN
HowTo_1080P-55d1,HowTo,1080,133,4.102,3.988,3.95,3.947,0.593,0.517,0.461,0.526,1920,1080,yuv420p,30.0210016155089,NaN,NaN,NaN
HowTo_1080P-63b4,HowTo,1080,140,4.286,4.282,4.301,4.166,0.474,0.472,0.462,0.395,1920,1080,yuv420p,30,NaN,NaN,NaN
HowTo_1080P-63e4,HowTo,1080,139,3.948,4.198,3.978,3.904,0.477,0.6,0.486,0.543,1920,1080,yuv420p,30,NaN,NaN,NaN
HowTo_1080P-63ec,HowTo,1080,133,4.229,4.167,4.453,4.331,0.558,0.65,0.477,0.491,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_1080P-64f7,HowTo,1080,151,4.454,4.157,4.367,4.416,0.468,0.602,0.478,0.522,1920,1080,yuv420p,25,NaN,NaN,NaN
HowTo_1080P-6cbf,HowTo,1080,131,1.915,1.856,1.848,1.649,0.801,0.691,0.667,0.589,1920,1080,yuv422p,29.97002997003,NaN,NaN,NaN
HowTo_1080P-7399,HowTo,1080,151,4.194,4.146,4.171,4.184,0.608,0.412,0.605,0.659,1920,1080,yuv420p,30,NaN,NaN,NaN
HowTo_1080P-763c,HowTo,1080,126,3.957,3.841,3.976,4.424,0.465,0.499,0.509,0.472,1920,1080,yuv420p,59.9400630914826,NaN,NaN,NaN
HowTo_1080P-7cf2,HowTo,1080,117,3.717,3.716,3.849,3.604,0.493,0.515,0.527,0.565,1920,1080,yuv420p,29.902,NaN,NaN,NaN
HowTo_1080P-7f18,HowTo,1080,133,3.718,3.789,3.88,3.752,0.499,0.536,0.604,0.646,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_1080P-7f4c,HowTo,1080,132,4.092,4.087,4.097,4.121,0.579,0.639,0.635,0.684,1920,1080,yuv420p,30,NaN,NaN,NaN
HowTo_360P-041c,HowTo,360,122,3.214,2.906,2.856,2.969,0.511,0.607,0.555,0.614,640,360,yuv420p,30,NaN,NaN,NaN
HowTo_360P-0562,HowTo,360,126,3.261,3.27,3.225,3.168,0.492,0.479,0.495,0.494,640,360,yuv420p,25,NaN,NaN,NaN
HowTo_360P-06be,HowTo,360,122,3.601,3.509,3.443,3.466,0.452,0.476,0.499,0.485,640,360,yuv420p,25,NaN,NaN,NaN
HowTo_360P-09f8,HowTo,360,110,2.951,2.816,2.839,2.871,0.602,0.645,0.637,0.614,640,360,yuv420p,30,NaN,NaN,NaN
HowTo_360P-127f,HowTo,360,114,3.332,2.979,2.702,2.825,0.549,0.623,0.548,0.615,640,360,yuv420p,25,NaN,NaN,NaN
HowTo_360P-1823,HowTo,360,125,3.056,2.612,2.834,2.857,0.584,0.577,0.679,0.612,640,360,yuv420p,30,NaN,NaN,NaN
HowTo_360P-18e7,HowTo,360,123,2.78,2.903,2.775,2.602,0.632,0.662,0.659,0.652,640,360,yuv420p,15,NaN,NaN,NaN
HowTo_360P-1dba,HowTo,360,126,1.907,1.742,1.828,1.917,0.764,0.619,0.625,0.742,640,360,yuv420p,28.318,NaN,NaN,NaN
HowTo_360P-2074,HowTo,360,127,3.536,3.455,3.537,3.448,0.452,0.476,0.447,0.44,640,360,yuv420p,30,NaN,NaN,NaN
HowTo_360P-2a3b,HowTo,360,114,2.589,2.448,2.445,2.836,0.652,0.712,0.653,0.73,640,360,yuv420p,15,NaN,NaN,NaN
HowTo_360P-2d35,HowTo,360,124,2.847,2.833,2.66,2.685,0.632,0.671,0.566,0.514,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_360P-2fd5,HowTo,360,127,2.049,1.52,1.682,1.811,1.027,0.607,0.74,0.82,640,360,yuv420p,26.7,NaN,NaN,NaN
HowTo_360P-3aa6,HowTo,360,126,3.019,3.025,2.984,3.156,0.629,0.631,0.611,0.508,640,360,yuv420p,23.976023976024,NaN,NaN,NaN
HowTo_360P-4276,HowTo,360,115,3.448,3.29,3.283,3.273,0.489,0.498,0.504,0.559,640,360,yuv420p,30,NaN,NaN,NaN
HowTo_360P-4e4c,HowTo,360,119,3.005,2.745,3.009,3.227,0.615,0.58,0.625,0.57,640,360,yuv420p,25,NaN,NaN,NaN
HowTo_360P-55e9,HowTo,360,140,3.496,3.542,3.654,3.729,0.496,0.444,0.51,0.465,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_360P-5da7,HowTo,360,122,3.425,3.304,3.392,3.34,0.576,0.538,0.518,0.499,640,360,yuv420p,30,NaN,NaN,NaN
HowTo_360P-6093,HowTo,360,113,3.205,3.173,3.023,3.256,0.513,0.474,0.616,0.462,640,360,yuv420p,25,NaN,NaN,NaN
HowTo_360P-6a0e,HowTo,360,139,2.104,2.01,1.901,1.835,0.85,0.894,0.758,0.732,640,360,yuv420p,30,NaN,NaN,NaN
HowTo_360P-7083,HowTo,360,131,3.031,2.948,2.824,2.898,0.636,0.601,0.543,0.574,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_360P-7dcd,HowTo,360,144,3.035,3.069,3.057,2.997,0.62,0.62,0.668,0.62,640,360,yuv420p,24,NaN,NaN,NaN
HowTo_360P-7fb1,HowTo,360,114,3.322,3.26,3.155,3.264,0.549,0.581,0.659,0.54,640,360,yuv420p,30,NaN,NaN,NaN
HowTo_480P-04f1,HowTo,480,134,3.454,3.187,3.26,3.438,0.489,0.526,0.511,0.425,640,480,yuv420p,30,NaN,NaN,NaN
HowTo_480P-0cb3,HowTo,480,132,3.592,3.527,3.541,3.559,0.503,0.512,0.459,0.511,640,480,yuv422p,30,NaN,NaN,NaN
HowTo_480P-0d00,HowTo,480,142,3.998,4.046,4.043,4.028,0.625,0.634,0.631,0.665,640,480,yuv420p,25,NaN,NaN,NaN
HowTo_480P-0eb3,HowTo,480,121,2.507,2.339,2.527,2.552,0.563,0.587,0.557,0.525,848,480,yuv422p,30,NaN,NaN,NaN
HowTo_480P-118d,HowTo,480,145,1.462,1.313,1.294,1.27,0.76,0.56,0.519,0.485,640,480,yuv420p,30,NaN,NaN,NaN
HowTo_480P-15c1,HowTo,480,116,3.264,3.361,3.202,3.247,0.698,0.63,0.653,0.687,848,480,yuv420p,18.785,NaN,NaN,NaN
HowTo_480P-187c,HowTo,480,134,3.321,3.234,3.125,3.141,0.503,0.556,0.554,0.516,854,480,yuv420p,29.8990011098779,NaN,NaN,NaN
HowTo_480P-221e,HowTo,480,113,3.283,3.2,3.306,3.229,0.576,0.641,0.661,0.674,640,480,yuv420p,15,NaN,NaN,NaN
HowTo_480P-2610,HowTo,480,121,2.981,2.876,3.098,2.978,0.543,0.637,0.635,0.648,640,480,yuv420p,1.998001998002,NaN,NaN,NaN
HowTo_480P-32c9,HowTo,480,134,2.51,2.393,2.532,2.295,0.73,0.723,0.76,0.664,640,480,yuv420p,25,NaN,NaN,NaN
HowTo_480P-3435,HowTo,480,126,3.93,3.971,4.148,4.061,0.483,0.547,0.537,0.563,640,480,yuv420p,59.9400630914826,NaN,NaN,NaN
HowTo_480P-4332,HowTo,480,104,2.356,2.509,2.471,2.49,0.564,0.77,0.689,0.745,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_480P-470b,HowTo,480,118,3.858,3.7,3.814,3.8,0.547,0.511,0.513,0.473,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_480P-48ac,HowTo,480,123,3.1,2.911,3.104,3.135,0.666,0.577,0.626,0.635,854,480,yuv420p,29.924,NaN,NaN,NaN
HowTo_480P-4948,HowTo,480,120,2.551,2.453,2.498,2.655,0.611,0.572,0.523,0.571,640,480,yuv420p,1.994,NaN,NaN,NaN
HowTo_480P-4a28,HowTo,480,127,3.659,3.652,3.651,3.469,0.476,0.501,0.524,0.528,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_480P-4b6a,HowTo,480,106,2.763,2.579,2.722,2.549,0.689,0.579,0.7,0.699,640,480,yuv420p,1.966,NaN,NaN,NaN
HowTo_480P-4c99,HowTo,480,111,2.94,2.751,2.793,3.171,0.616,0.648,0.673,0.608,850,480,yuv420p,30,NaN,NaN,NaN
HowTo_480P-56a5,HowTo,480,103,4.085,3.882,3.969,4.228,0.522,0.497,0.538,0.527,640,480,yuv420p,30,NaN,NaN,NaN
HowTo_480P-5a3c,HowTo,480,113,3.088,3.033,3.025,2.989,0.619,0.658,0.585,0.604,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_480P-60b3,HowTo,480,109,3.576,3.429,3.015,3.396,0.531,0.528,0.698,0.545,640,480,yuv420p,15,NaN,NaN,NaN
HowTo_480P-63a2,HowTo,480,128,3.559,3.59,3.534,3.531,0.51,0.48,0.528,0.539,720,480,yuv411p,29.97002997003,NaN,NaN,NaN
HowTo_480P-64a2,HowTo,480,118,2.836,3.631,2.915,1.883,0.682,0.456,0.64,0.782,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_480P-7579,HowTo,480,110,4.079,3.883,3.992,4.08,0.596,0.465,0.473,0.43,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_480P-7c11,HowTo,480,127,3.267,3.203,3.109,3.174,0.537,0.529,0.585,0.531,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_720P-017a,HowTo,720,106,3.762,3.74,3.718,3.835,0.492,0.458,0.455,0.454,1280,720,yuv420p,30,NaN,NaN,NaN
HowTo_720P-06eb,HowTo,720,143,4.13,3.986,4.091,3.936,0.624,0.706,0.694,0.564,1280,720,yuv420p,30,NaN,NaN,NaN
HowTo_720P-0a67,HowTo,720,149,4.315,4.304,4.319,4.301,0.455,0.516,0.466,0.506,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_720P-0b01,HowTo,720,119,4.111,4.088,3.999,3.916,0.404,0.441,0.374,0.47,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
HowTo_720P-0c47,HowTo,720,140,4.364,4.242,3.929,4.052,0.443,0.449,0.489,0.455,1280,720,yuv420p,25,NaN,NaN,NaN
HowTo_720P-111e,HowTo,720,112,3.938,4.057,4.1,3.985,0.45,0.587,0.61,0.438,1280,720,yuv420p,30,NaN,NaN,NaN
HowTo_720P-12f7,HowTo,720,130,3.3,3.124,3.138,2.926,0.522,0.476,0.523,0.599,1280,720,yuv420p,60,NaN,NaN,NaN
HowTo_720P-21c6,HowTo,720,117,2.838,2.71,2.772,2.867,0.593,0.596,0.609,0.604,1280,720,yuv422p,29.97002997003,NaN,NaN,NaN
HowTo_720P-269e,HowTo,720,107,3.643,3.653,3.639,3.575,0.614,0.682,0.615,0.484,1280,720,yuv420p,20,NaN,NaN,NaN
HowTo_720P-2cc6,HowTo,720,137,2.814,2.577,2.852,2.741,0.691,0.646,0.62,0.619,1280,720,yuv420p,30.156,NaN,NaN,NaN
HowTo_720P-3282,HowTo,720,120,3.005,2.607,2.749,2.639,0.708,0.621,0.721,0.692,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_720P-37d0,HowTo,720,147,4.429,4.349,4.389,4.576,0.468,0.471,0.421,0.448,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_720P-3813,HowTo,720,129,3.072,2.93,2.985,3.074,0.637,0.646,0.648,0.655,1280,720,yuv420p,25,NaN,NaN,NaN
HowTo_720P-3a5d,HowTo,720,117,2.536,2.371,2.308,1.824,0.585,0.64,0.596,0.698,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_720P-479b,HowTo,720,114,3.62,3.584,3.524,3.655,0.456,0.518,0.496,0.467,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_720P-483c,HowTo,720,125,3.485,3.301,3.107,3.505,0.516,0.595,0.645,0.639,1280,720,yuv420p,25,NaN,NaN,NaN
HowTo_720P-4d55,HowTo,720,122,3.947,4.249,4.149,4.316,0.475,0.46,0.423,0.462,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_720P-4d9e,HowTo,720,117,3.688,3.238,3.254,3.18,0.603,0.594,0.534,0.638,1280,720,yuv420p,30,NaN,NaN,NaN
HowTo_720P-6323,HowTo,720,114,3.732,3.468,3.392,3.499,0.431,0.468,0.505,0.464,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
HowTo_720P-6791,HowTo,720,134,2.263,2.408,1.862,1.73,1.063,0.991,0.841,0.816,1280,720,yuv420p,30,NaN,NaN,NaN
HowTo_720P-7782,HowTo,720,114,3.761,3.743,3.49,3.718,0.475,0.499,0.51,0.56,1280,720,yuv420p,30,NaN,NaN,NaN
HowTo_720P-7878,HowTo,720,140,3.674,3.684,3.321,3.523,0.578,0.556,0.701,0.563,1280,720,yuv420p,30,NaN,NaN,NaN
HowTo_720P-7c38,HowTo,720,118,4.074,4.188,3.87,3.929,0.674,0.508,0.523,0.485,1280,720,yuv420p,30,NaN,NaN,NaN
Lecture_1080P-011f,Lecture,1080,122,3.59,3.636,3.637,3.614,0.548,0.441,0.527,0.486,1440,1080,yuv420p,25,NaN,NaN,NaN
Lecture_1080P-0201,Lecture,1080,121,3.826,3.493,3.6,3.548,0.535,0.586,0.489,0.608,1920,1080,yuv420p,30,NaN,NaN,NaN
Lecture_1080P-0c8a,Lecture,1080,127,4.55,4.532,4.496,4.494,0.443,0.395,0.398,0.421,1920,1080,yuv420p,23.976023976024,NaN,NaN,NaN
Lecture_1080P-0eb8,Lecture,1080,113,3.725,3.635,3.667,3.635,0.458,0.431,0.462,0.435,1440,1080,yuv420p,25,NaN,NaN,NaN
Lecture_1080P-1709,Lecture,1080,133,4.172,4.151,4.235,4.159,0.665,0.619,0.555,0.63,1920,1080,yuv420p,25,NaN,NaN,NaN
Lecture_1080P-1969,Lecture,1080,118,3.649,3.578,3.646,3.616,0.451,0.495,0.444,0.474,1920,1080,yuv420p,30,NaN,NaN,NaN
Lecture_360P-03bc,Lecture,360,130,2.762,2.492,2.638,2.794,0.71,0.831,0.705,0.61,640,360,yuv420p,25,NaN,NaN,NaN
Lecture_360P-051a,Lecture,360,131,2.64,2.448,2.454,2.341,0.644,0.664,0.599,0.621,480,360,yuv420p,25,NaN,NaN,NaN
Lecture_360P-114f,Lecture,360,128,4.172,4.037,4.197,3.828,0.588,0.568,0.524,0.477,640,360,yuv420p,25,NaN,NaN,NaN
Lecture_360P-20c3,Lecture,360,116,3.133,3.029,3.1,2.955,0.513,0.567,0.601,0.596,640,360,yuv420p,14.842,NaN,NaN,NaN
Lecture_360P-2276,Lecture,360,124,3.742,3.808,3.686,3.682,0.497,0.483,0.458,0.495,640,360,yuv420p,25,NaN,NaN,NaN
Lecture_360P-27db,Lecture,360,122,3.092,2.992,3.011,3.045,0.625,0.618,0.622,0.564,640,360,yuv420p,15,NaN,NaN,NaN
Lecture_360P-2c55,Lecture,360,115,3.717,3.579,3.736,3.676,0.433,0.491,0.475,0.503,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_360P-2d1f,Lecture,360,112,3.62,3.494,3.396,3.432,0.463,0.51,0.488,0.472,640,360,yuv420p,30,NaN,NaN,NaN
Lecture_360P-30eb,Lecture,360,117,3.35,3.122,3.208,3.375,0.494,0.541,0.52,0.517,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_360P-311d,Lecture,360,110,3.603,3.494,3.477,3.526,0.474,0.464,0.497,0.499,640,360,yuv420p,25,NaN,NaN,NaN
Lecture_360P-3590,Lecture,360,120,3.703,3.623,3.604,3.516,0.497,0.533,0.478,0.516,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_360P-44c2,Lecture,360,122,3.389,3.368,3.168,3.253,0.486,0.501,0.475,0.55,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_360P-4bb4,Lecture,360,122,3.822,3.73,3.631,3.508,0.432,0.459,0.496,0.483,640,360,yuv420p,25,NaN,NaN,NaN
Lecture_360P-4f00,Lecture,360,133,3.172,3.074,3.078,3.114,0.686,0.598,0.575,0.5,640,360,yuv420p,15,NaN,NaN,NaN
Lecture_360P-506c,Lecture,360,130,3.168,3.055,2.865,2.662,0.633,0.617,0.579,0.57,640,360,yuv420p,11.711,NaN,NaN,NaN
Lecture_360P-5594,Lecture,360,116,3.367,3.406,3.483,3.408,0.506,0.516,0.54,0.56,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_360P-5779,Lecture,360,129,3.069,3.102,3.042,3.044,0.598,0.574,0.549,0.592,540,360,yuv420p,30,NaN,NaN,NaN
Lecture_360P-5aea,Lecture,360,124,3.088,2.865,2.704,2.915,0.679,0.613,0.632,0.675,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_360P-5d0a,Lecture,360,135,3.416,3.242,3.346,3.297,0.485,0.476,0.514,0.407,640,360,yuv420p,25,NaN,NaN,NaN
Lecture_360P-63bf,Lecture,360,122,3.267,3.399,3.194,3.444,0.468,0.486,0.479,0.441,640,360,yuv420p,24.957,NaN,NaN,NaN
Lecture_360P-6656,Lecture,360,132,3.458,3.074,3.472,3.624,0.498,0.719,0.476,0.522,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_360P-6702,Lecture,360,139,3.819,3.55,3.628,3.472,0.541,0.428,0.392,0.459,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_360P-6d29,Lecture,360,134,2.99,2.67,2.958,3.017,0.57,0.532,0.605,0.574,640,360,yuv420p,30,NaN,NaN,NaN
Lecture_360P-7550,Lecture,360,129,3.033,3.006,3.163,3.407,0.568,0.564,0.618,0.528,640,360,yuv420p,15.072,NaN,NaN,NaN
Lecture_360P-7a57,Lecture,360,115,3.493,3.292,3.329,2.978,0.47,0.5,0.553,0.614,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
